2.01.03.02,Obrigações Fiscais Estaduais,2.623,3.330,2.727
2.01.03.03,Obrigações Fiscais Municipais,106,70,133
02.01.04,Empréstimos e Financiamentos,141.652,99.567,101.909
2.01.04.01,Empréstimos e Financiamentos,141.652,99.567,101.909
2.01.04.01.01,Em Moeda Nacional,15.072,3.767,4.787
2.01.04.01.02,Em Moeda Estrangeira,126.580,95.800,97.122
2.01.04.02,Debêntures,,,
2.01.04.03,Financiamento por Arrendamento Financeiro,,,
02.01.05,Outras Obrigações,67.691,66.888,60.816
2.01.05.01,Passivos com Partes Relacionadas,,,
2.01.05.01.01,Débitos com Coligadas,,,
2.01.05.01.03,Débitos com Controladores,,,
2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,
2.01.05.02,Outros,67.691,66.888,60.816
2.01.05.02.01,Dividendos e JCP a Pagar,,,
2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,
2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,
2.01.05.02.04,Obrigações Contratuais - Licenciamentos,18.337,16.288,16.862
2.01.05.02.05,Comissões a Pagar,37.616,40.950,39.078
2.01.05.02.06,Outras Contas a Pagar,11.738,9.650,4.876
02.01.06,Provisões,2.575,1.873,1.838
2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,2.575,1.873,1.838
2.01.06.01.01,Provisões Fiscais,,,
2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,2.575,1.873,1.838
2.01.06.01.03,Provisões para Benefícios a Empregados,,,
2.01.06.01.04,Provisões Cíveis,,,
2.01.06.02,Outras Provisões,,,
2.01.06.02.01,Provisões para Garantias,,,
2.01.06.02.02,Provisões para Reestruturação,,,
2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,
02.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,
2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,
2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,
02.02,Passivo Não Circulante,74.382,72.076,16.316
02.02.01,Empréstimos e Financiamentos,71.173,71.790,15.827
2.02.01.01,Empréstimos e Financiamentos,71.173,71.790,15.827
2.02.01.01.01,Em Moeda Nacional,71.173,71.790,15.827
2.02.01.01.02,Em Moeda Estrangeira,,,
2.02.01.02,Debêntures,,,
2.02.01.03,Financiamento por Arrendamento Financeiro,,,
02.02.02,Outras Obrigações,2.901,0,0
2.02.02.01,Passivos com Partes Relacionadas,,,
2.02.02.01.01,Débitos com Coligadas,,,
2.02.02.01.03,Débitos com Controladores,,,
2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,
2.02.02.02,Outros,2.901,0,0
2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,
2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,
2.02.02.02.03,Outros Débitos,,,
02.02.03,Tributos Diferidos,,,
2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,
02.02.04,Provisões,308,286,489
2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,308,286,489
2.02.04.01.01,Provisões Fiscais,,,
2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,308,286,489
2.02.04.01.03,Provisões para Benefícios a Empregados,,,
2.02.04.01.04,Provisões Cíveis,,,
2.02.04.02,Outras Provisões,,,
2.02.04.02.01,Provisões para Garantias,,,
2.02.04.02.02,Provisões para Reestruturação,,,
2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,
02.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,
2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,
2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,
02.02.06,Lucros e Receitas a Apropriar,,,
2.02.06.01,Lucros a Apropriar,,,
2.02.06.02,Receitas a Apropriar,,,
2.02.06.03,Subvenções de Investimento a Apropriar,,,
02.03,Patrimônio Líquido Consolidado,2.616.760,2.327.934,2.067.960
02.03.01,Capital Social Realizado,1.231.302,1.231.302,1.231.302
02.03.02,Reservas de Capital,4.209,-5.198,-5.392
2.03.02.01,Ágio na Emissão de Ações,,,
2.03.02.02,Reserva Especial de Ágio na Incorporação,,,
2.03.02.03,Alienação de Bônus de Subscrição,,,
2.03.02.04,Opções Outorgadas,5.261,5.643,5.078
2.03.02.05,Ações em Tesouraria,-1.052,-10.841,-10.470
2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,
02.03.03,Reservas de Reavaliação,,,
02.03.04,Reservas de Lucros,1.366.468,1.091.616,839.294
2.03.04.01,Reserva Legal,109.078,95.099,83.486
2.03.04.02,Reserva Estatutária,16.118,17.000,0
2.03.04.03,Reserva para Contingências,,,
2.03.04.04,Reserva de Lucros a Realizar,,,
2.03.04.05,Reserva de Retenção de Lucros,0,0,19.073
2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,
2.03.04.07,Reserva de Incentivos Fiscais,1.145.378,884.059,626.070
2.03.04.08,Dividendo Adicional Proposto,10.894,95.458,110.665
2.03.04.09,Ações em Tesouraria,,,
2.03.04.10,Juros Sobre o Capital Próprio,85.000,0,0
02.03.05,Lucros/Prejuízos Acumulados,,,
02.03.06,Ajustes de Avaliação Patrimonial,,,
02.03.07,Ajustes Acumulados de Conversão,14.510,-2.346,-4.470
02.03.08,Outros Resultados Abrangentes,,,
02.03.09,Participação dos Acionistas Não Controladores,271,12.560,7.226
03.01,Receita de Venda de Bens e/ou Serviços,2.202.796,2.233.298,2.187.264
03.02,Custo dos Bens e/ou Serviços Vendidos,-1.134.913,-1.207.379,-1.193.562
03.03,Resultado Bruto,1.067.883,1.025.919,993.702
03.04,Despesas/Receitas Operacionais,-667.151,-636.506,-594.469
03.04.01,Despesas com Vendas,-523.709,-543.744,-521.220
03.04.02,Despesas Gerais e Administrativas,-102.570,-91.263,-79.032
03.04.03,Perdas pela Não Recuperabilidade de Ativos,,,
03.04.04,Outras Receitas Operacionais,6.674,7.974,10.600
03.04.05,Outras Despesas Operacionais,-47.546,-9.473,-4.817
3.04.05.01,Outras Despesas Operacionais,-19.546,-9.473,-4.817
3.04.05.02,Provisão para Perdas em Controladas,-28.000,0,0
03.04.06,Resultado de Equivalência Patrimonial,,,
03.05,Resultado Antes do Resultado Financeiro e dos Tributos,400.732,389.413,399.233
03.06,Resultado Financeiro,182.347,135.524,103.577
03.06.01,Receitas Financeiras,421.339,220.419,183.061
03.06.02,Despesas Financeiras,-238.992,-84.895,-79.484
03.07,Resultado Antes dos Tributos sobre o Lucro,583.079,524.937,502.810
03.08,Imposto de Renda e Contribuição Social sobre o Lucro,-43.768,-39.678,-68.805
03.08.01,Corrente,-74.655,-40.874,-56.556
03.08.02,Diferido,30.887,1.196,-12.249
03.09,Resultado Líquido das Operações Continuadas,539.311,485.259,434.005
3.10,Resultado Líquido de Operações Descontinuadas,,,
3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,
3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,
3.11,Lucro/Prejuízo Consolidado do Período,539.311,485.259,434.005
3.11.01,Atribuído a Sócios da Empresa Controladora,551.223,490.244,433.540
3.11.02,Atribuído a Sócios Não Controladores,-11.912,-4.985,465
3.99,Lucro por Ação - (Reais / Ação),,,
3.99.01,Lucro Básico por Ação,,,
3.99.01.01,ON,,,
3.99.02,Lucro Diluído por Ação,,,
3.99.02.01,ON,,,
